"","NOM_REG","NOM_PROV","NOM_COM","Pregunta","Id_resp","Alternativa","Valor","codigo"
"133","Región de La Araucanía","Malleco","RENAICO","P4",1,"De acuerdo",0,"P4_1"
"134","Región de La Araucanía","Malleco","RENAICO","P4",2,"En desacuerdo",0,"P4_2"
"135","Región de La Araucanía","Malleco","RENAICO","P4",3,"Nulos",0,"P4_3"
"136","Región de La Araucanía","Malleco","RENAICO","P4",4,"Blancos",0,"P4_4"
"137","Región de La Araucanía","Malleco","RENAICO","P5",1,"De acuerdo",0,"P5_1"
"138","Región de La Araucanía","Malleco","RENAICO","P5",2,"En desacuerdo",0,"P5_2"
"139","Región de La Araucanía","Malleco","RENAICO","P5",3,"Nulos",0,"P5_3"
"140","Región de La Araucanía","Malleco","RENAICO","P5",4,"Blancos",0,"P5_4"
"141","Región de La Araucanía","Malleco","RENAICO","P6",1,"De acuerdo",0,"P6_1"
"142","Región de La Araucanía","Malleco","RENAICO","P6",2,"En desacuerdo",0,"P6_2"
"143","Región de La Araucanía","Malleco","RENAICO","P6",3,"Nulos",0,"P6_3"
"144","Región de La Araucanía","Malleco","RENAICO","P6",4,"Blancos",0,"P6_4"
"145","Región de La Araucanía","Malleco","TRAIGUEN","P1",1,"De acuerdo",0,"P1_1"
"146","Región de La Araucanía","Malleco","TRAIGUEN","P1",2,"En desacuerdo",0,"P1_2"
"147","Región de La Araucanía","Malleco","TRAIGUEN","P1",3,"Nulos",0,"P1_3"
"148","Región de La Araucanía","Malleco","TRAIGUEN","P1",4,"Blancos",0,"P1_4"
"149","Región de La Araucanía","Malleco","TRAIGUEN","P2",1,"Convención mixta constitucional",0,"P2_1"
"150","Región de La Araucanía","Malleco","TRAIGUEN","P2",2,"Convención constitucional",0,"P2_2"
"151","Región de La Araucanía","Malleco","TRAIGUEN","P2",3,"Nulos",0,"P2_3"
"152","Región de La Araucanía","Malleco","TRAIGUEN","P2",4,"Blancos",0,"P2_4"
"153","Región de La Araucanía","Malleco","TRAIGUEN","P3",1,"Sí",0,"P3_1"
"154","Región de La Araucanía","Malleco","TRAIGUEN","P3",2,"No",0,"P3_2"
"155","Región de La Araucanía","Malleco","TRAIGUEN","P3",3,"Nulos",0,"P3_3"
"156","Región de La Araucanía","Malleco","TRAIGUEN","P3",4,"Blancos",0,"P3_4"
"157","Región de La Araucanía","Malleco","TRAIGUEN","P4",1,"De acuerdo",0,"P4_1"
"158","Región de La Araucanía","Malleco","TRAIGUEN","P4",2,"En desacuerdo",0,"P4_2"
"159","Región de La Araucanía","Malleco","TRAIGUEN","P4",3,"Nulos",0,"P4_3"
"160","Región de La Araucanía","Malleco","TRAIGUEN","P4",4,"Blancos",0,"P4_4"
"161","Región de La Araucanía","Malleco","TRAIGUEN","P5",1,"De acuerdo",0,"P5_1"
"162","Región de La Araucanía","Malleco","TRAIGUEN","P5",2,"En desacuerdo",0,"P5_2"
"163","Región de La Araucanía","Malleco","TRAIGUEN","P5",3,"Nulos",0,"P5_3"
"164","Región de La Araucanía","Malleco","TRAIGUEN","P5",4,"Blancos",0,"P5_4"
"165","Región de La Araucanía","Malleco","TRAIGUEN","P6",1,"De acuerdo",0,"P6_1"
"166","Región de La Araucanía","Malleco","TRAIGUEN","P6",2,"En desacuerdo",0,"P6_2"
"167","Región de La Araucanía","Malleco","TRAIGUEN","P6",3,"Nulos",0,"P6_3"
"168","Región de La Araucanía","Malleco","TRAIGUEN","P6",4,"Blancos",0,"P6_4"
"169","Región de La Araucanía","Malleco","VICTORIA","P1",1,"De acuerdo",0,"P1_1"
"170","Región de La Araucanía","Malleco","VICTORIA","P1",2,"En desacuerdo",0,"P1_2"
"171","Región de La Araucanía","Malleco","VICTORIA","P1",3,"Nulos",0,"P1_3"
"172","Región de La Araucanía","Malleco","VICTORIA","P1",4,"Blancos",0,"P1_4"
"173","Región de La Araucanía","Malleco","VICTORIA","P2",1,"Convención mixta constitucional",0,"P2_1"
"174","Región de La Araucanía","Malleco","VICTORIA","P2",2,"Convención constitucional",0,"P2_2"
"175","Región de La Araucanía","Malleco","VICTORIA","P2",3,"Nulos",0,"P2_3"
"176","Región de La Araucanía","Malleco","VICTORIA","P2",4,"Blancos",0,"P2_4"
"177","Región de La Araucanía","Malleco","VICTORIA","P3",1,"Sí",0,"P3_1"
"178","Región de La Araucanía","Malleco","VICTORIA","P3",2,"No",0,"P3_2"
"179","Región de La Araucanía","Malleco","VICTORIA","P3",3,"Nulos",0,"P3_3"
"180","Región de La Araucanía","Malleco","VICTORIA","P3",4,"Blancos",0,"P3_4"
"181","Región de La Araucanía","Malleco","VICTORIA","P4",1,"De acuerdo",0,"P4_1"
"182","Región de La Araucanía","Malleco","VICTORIA","P4",2,"En desacuerdo",0,"P4_2"
"183","Región de La Araucanía","Malleco","VICTORIA","P4",3,"Nulos",0,"P4_3"
"184","Región de La Araucanía","Malleco","VICTORIA","P4",4,"Blancos",0,"P4_4"
"185","Región de La Araucanía","Malleco","VICTORIA","P5",1,"De acuerdo",0,"P5_1"
"186","Región de La Araucanía","Malleco","VICTORIA","P5",2,"En desacuerdo",0,"P5_2"
"187","Región de La Araucanía","Malleco","VICTORIA","P5",3,"Nulos",0,"P5_3"
"188","Región de La Araucanía","Malleco","VICTORIA","P5",4,"Blancos",0,"P5_4"
"189","Región de La Araucanía","Malleco","VICTORIA","P6",1,"De acuerdo",0,"P6_1"
"190","Región de La Araucanía","Malleco","VICTORIA","P6",2,"En desacuerdo",0,"P6_2"
"191","Región de La Araucanía","Malleco","VICTORIA","P6",3,"Nulos",0,"P6_3"
"192","Región de La Araucanía","Malleco","VICTORIA","P6",4,"Blancos",0,"P6_4"
"193","Región de Los Lagos","Chiloe","CASTRO","P1",1,"De acuerdo",7197,"P1_1"
"194","Región de Los Lagos","Chiloe","CASTRO","P1",2,"En desacuerdo",397,"P1_2"
"195","Región de Los Lagos","Chiloe","CASTRO","P1",3,"Nulos",90,"P1_3"
"196","Región de Los Lagos","Chiloe","CASTRO","P1",4,"Blancos",327,"P1_4"
"197","Región de Los Lagos","Chiloe","CASTRO","P2",1,"Convención mixta constitucional",1787,"P2_1"
"198","Región de Los Lagos","Chiloe","CASTRO","P2",2,"Convención constitucional",5608,"P2_2"
"199","Región de Los Lagos","Chiloe","CASTRO","P2",3,"Nulos",162,"P2_3"
"200","Región de Los Lagos","Chiloe","CASTRO","P2",4,"Blancos",454,"P2_4"
"201","Región de Los Lagos","Chiloe","CASTRO","P3",1,"Sí",6704,"P3_1"
"202","Región de Los Lagos","Chiloe","CASTRO","P3",2,"No",874,"P3_2"
"203","Región de Los Lagos","Chiloe","CASTRO","P3",3,"Nulos",44,"P3_3"
"204","Región de Los Lagos","Chiloe","CASTRO","P3",4,"Blancos",389,"P3_4"
"205","Región de Los Lagos","Chiloe","CASTRO","P4",1,"De acuerdo",6380,"P4_1"
"206","Región de Los Lagos","Chiloe","CASTRO","P4",2,"En desacuerdo",829,"P4_2"
"207","Región de Los Lagos","Chiloe","CASTRO","P4",3,"Nulos",303,"P4_3"
"208","Región de Los Lagos","Chiloe","CASTRO","P4",4,"Blancos",499,"P4_4"
"209","Región de Los Lagos","Chiloe","CASTRO","P5",1,"De acuerdo",6855,"P5_1"
"210","Región de Los Lagos","Chiloe","CASTRO","P5",2,"En desacuerdo",483,"P5_2"
"211","Región de Los Lagos","Chiloe","CASTRO","P5",3,"Nulos",279,"P5_3"
"212","Región de Los Lagos","Chiloe","CASTRO","P5",4,"Blancos",394,"P5_4"
"213","Región de Los Lagos","Chiloe","CASTRO","P6",1,"De acuerdo",6739,"P6_1"
"214","Región de Los Lagos","Chiloe","CASTRO","P6",2,"En desacuerdo",494,"P6_2"
"215","Región de Los Lagos","Chiloe","CASTRO","P6",3,"Nulos",313,"P6_3"
"216","Región de Los Lagos","Chiloe","CASTRO","P6",4,"Blancos",465,"P6_4"
"217","Región de Los Lagos","Chiloe","CHONCHI","P1",1,"De acuerdo",0,"P1_1"
"218","Región de Los Lagos","Chiloe","CHONCHI","P1",2,"En desacuerdo",0,"P1_2"
"219","Región de Los Lagos","Chiloe","CHONCHI","P1",3,"Nulos",0,"P1_3"
"220","Región de Los Lagos","Chiloe","CHONCHI","P1",4,"Blancos",0,"P1_4"
"221","Región de Los Lagos","Chiloe","CHONCHI","P2",1,"Convención mixta constitucional",0,"P2_1"
"222","Región de Los Lagos","Chiloe","CHONCHI","P2",2,"Convención constitucional",0,"P2_2"
"223","Región de Los Lagos","Chiloe","CHONCHI","P2",3,"Nulos",0,"P2_3"
"224","Región de Los Lagos","Chiloe","CHONCHI","P2",4,"Blancos",0,"P2_4"
"225","Región de Los Lagos","Chiloe","CHONCHI","P3",1,"Sí",0,"P3_1"
"226","Región de Los Lagos","Chiloe","CHONCHI","P3",2,"No",0,"P3_2"
"227","Región de Los Lagos","Chiloe","CHONCHI","P3",3,"Nulos",0,"P3_3"
"228","Región de Los Lagos","Chiloe","CHONCHI","P3",4,"Blancos",0,"P3_4"
"229","Región de Los Lagos","Chiloe","CHONCHI","P4",1,"De acuerdo",0,"P4_1"
"230","Región de Los Lagos","Chiloe","CHONCHI","P4",2,"En desacuerdo",0,"P4_2"
"231","Región de Los Lagos","Chiloe","CHONCHI","P4",3,"Nulos",0,"P4_3"
"232","Región de Los Lagos","Chiloe","CHONCHI","P4",4,"Blancos",0,"P4_4"
"233","Región de Los Lagos","Chiloe","CHONCHI","P5",1,"De acuerdo",0,"P5_1"
"234","Región de Los Lagos","Chiloe","CHONCHI","P5",2,"En desacuerdo",0,"P5_2"
"235","Región de Los Lagos","Chiloe","CHONCHI","P5",3,"Nulos",0,"P5_3"
"236","Región de Los Lagos","Chiloe","CHONCHI","P5",4,"Blancos",0,"P5_4"
"237","Región de Los Lagos","Chiloe","CHONCHI","P6",1,"De acuerdo",0,"P6_1"
"238","Región de Los Lagos","Chiloe","CHONCHI","P6",2,"En desacuerdo",0,"P6_2"
"239","Región de Los Lagos","Chiloe","CHONCHI","P6",3,"Nulos",0,"P6_3"
"240","Región de Los Lagos","Chiloe","CHONCHI","P6",4,"Blancos",0,"P6_4"
"241","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P1",1,"De acuerdo",0,"P1_1"
"242","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P1",2,"En desacuerdo",0,"P1_2"
"243","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P1",3,"Nulos",0,"P1_3"
"244","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P1",4,"Blancos",0,"P1_4"
"245","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P2",1,"Convención mixta constitucional",0,"P2_1"
"246","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P2",2,"Convención constitucional",0,"P2_2"
"247","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P2",3,"Nulos",0,"P2_3"
"248","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P2",4,"Blancos",0,"P2_4"
"249","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P3",1,"Sí",0,"P3_1"
"250","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P3",2,"No",0,"P3_2"
"251","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P3",3,"Nulos",0,"P3_3"
"252","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P3",4,"Blancos",0,"P3_4"
"253","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P4",1,"De acuerdo",0,"P4_1"
"254","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P4",2,"En desacuerdo",0,"P4_2"
"255","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P4",3,"Nulos",0,"P4_3"
"256","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P4",4,"Blancos",0,"P4_4"
"257","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P5",1,"De acuerdo",0,"P5_1"
"258","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P5",2,"En desacuerdo",0,"P5_2"
"259","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P5",3,"Nulos",0,"P5_3"
"260","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P5",4,"Blancos",0,"P5_4"
"261","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P6",1,"De acuerdo",0,"P6_1"
"262","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P6",2,"En desacuerdo",0,"P6_2"
"263","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P6",3,"Nulos",0,"P6_3"
"264","Región de Los Lagos","Chiloe","CURACO DE VELEZ","P6",4,"Blancos",0,"P6_4"
"265","Región de Los Lagos","Chiloe","DALCAHUE","P1",1,"De acuerdo",0,"P1_1"
"266","Región de Los Lagos","Chiloe","DALCAHUE","P1",2,"En desacuerdo",0,"P1_2"
"267","Región de Los Lagos","Chiloe","DALCAHUE","P1",3,"Nulos",0,"P1_3"
"268","Región de Los Lagos","Chiloe","DALCAHUE","P1",4,"Blancos",0,"P1_4"
"269","Región de Los Lagos","Chiloe","DALCAHUE","P2",1,"Convención mixta constitucional",0,"P2_1"
"270","Región de Los Lagos","Chiloe","DALCAHUE","P2",2,"Convención constitucional",0,"P2_2"
"271","Región de Los Lagos","Chiloe","DALCAHUE","P2",3,"Nulos",0,"P2_3"
"272","Región de Los Lagos","Chiloe","DALCAHUE","P2",4,"Blancos",0,"P2_4"
"273","Región de Los Lagos","Chiloe","DALCAHUE","P3",1,"Sí",0,"P3_1"
"274","Región de Los Lagos","Chiloe","DALCAHUE","P3",2,"No",0,"P3_2"
"275","Región de Los Lagos","Chiloe","DALCAHUE","P3",3,"Nulos",0,"P3_3"
"276","Región de Los Lagos","Chiloe","DALCAHUE","P3",4,"Blancos",0,"P3_4"
"277","Región de Los Lagos","Chiloe","DALCAHUE","P4",1,"De acuerdo",0,"P4_1"
"278","Región de Los Lagos","Chiloe","DALCAHUE","P4",2,"En desacuerdo",0,"P4_2"
"279","Región de Los Lagos","Chiloe","DALCAHUE","P4",3,"Nulos",0,"P4_3"
"280","Región de Los Lagos","Chiloe","DALCAHUE","P4",4,"Blancos",0,"P4_4"
"281","Región de Los Lagos","Chiloe","DALCAHUE","P5",1,"De acuerdo",0,"P5_1"
"282","Región de Los Lagos","Chiloe","DALCAHUE","P5",2,"En desacuerdo",0,"P5_2"
"283","Región de Los Lagos","Chiloe","DALCAHUE","P5",3,"Nulos",0,"P5_3"
"284","Región de Los Lagos","Chiloe","DALCAHUE","P5",4,"Blancos",0,"P5_4"
"285","Región de Los Lagos","Chiloe","DALCAHUE","P6",1,"De acuerdo",0,"P6_1"
"286","Región de Los Lagos","Chiloe","DALCAHUE","P6",2,"En desacuerdo",0,"P6_2"
"287","Región de Los Lagos","Chiloe","DALCAHUE","P6",3,"Nulos",0,"P6_3"
"288","Región de Los Lagos","Chiloe","DALCAHUE","P6",4,"Blancos",0,"P6_4"
"289","Región de Los Lagos","Chiloe","PUQUELDON","P1",1,"De acuerdo",0,"P1_1"
"290","Región de Los Lagos","Chiloe","PUQUELDON","P1",2,"En desacuerdo",0,"P1_2"
"291","Región de Los Lagos","Chiloe","PUQUELDON","P1",3,"Nulos",0,"P1_3"
"292","Región de Los Lagos","Chiloe","PUQUELDON","P1",4,"Blancos",0,"P1_4"
"293","Región de Los Lagos","Chiloe","PUQUELDON","P2",1,"Convención mixta constitucional",0,"P2_1"
"294","Región de Los Lagos","Chiloe","PUQUELDON","P2",2,"Convención constitucional",0,"P2_2"
"295","Región de Los Lagos","Chiloe","PUQUELDON","P2",3,"Nulos",0,"P2_3"
